,0,1,2,3,4,5,6,7,8
98,《一念天堂》,2015.12.31,2016.2.13,天河盛宴-凯德盛世（北京）投资管理有限公司-和云筹(北京)网络科技有限公司,张承,沈腾-马丽-林雪-杜晓宇-王子子-李元鹏,喜剧,票房（万）829.5,福州
99,《一念天堂》,2015.12.31,2016.2.13,天河盛宴-凯德盛世（北京）投资管理有限公司-和云筹(北京)网络科技有限公司,张承,沈腾-马丽-林雪-杜晓宇-王子子-李元鹏,喜剧,票房（万）829.5,上海
100,《闯入者》,2015.4.30,2015.5.24,冬春文化、银润传媒、合润传媒、安乐电影、引力影视投资、重庆电影集团,王小帅,吕中-秦海璐-冯远征-秦昊-石榴,剧情、犯罪,票房（万）103.6,福州
101,《百团大战》,2015.8.28,2015.10.11,八一电影制片厂；中国电影股份有限公司；北京紫禁城影业公司,宁海强-张玉中,陶泽如-刘之冰-印小天-吴越-唐国强-王伍福,战争/历史,票房（万）4137.3,济南
102,《怦然星动》,2015.12.3,2016.1.10,欢瑞世纪-嘉行传媒-青春光线,陈国辉,杨幂-李易峰-陈数-王耀庆-迪丽热巴-张云龙,都市-爱情-喜剧,票房（万）1593.9,长沙
103,《坏蛋必须死》,2015.11.27,2015.12.20,北京新力量、华谊兄弟、南京大道行知,孙皓,陈柏霖-孙艺珍-乔振宇-申贤俊-张光-杨旭文-丁文博-朴哲民,喜剧-悬疑-旅行-爱情,票房（万）405.4,广州
104,《分手再说我爱你》,2015.12.24,2016.1.17,爱奇艺影业（北京）有限公司、太阳娱乐文化有限公司、无限动力实业有限公司,叶念琛,方力申-邓丽欣,爱情、剧情,票房（万）173.2,济南
105,《坏蛋必须死》,2015.11.27,2015.12.20,北京新力量、华谊兄弟、南京大道行知,孙皓,陈柏霖-孙艺珍-乔振宇-申贤俊-张光-杨旭文-丁文博-朴哲民,喜剧-悬疑-旅行-爱情,票房（万）405.4,天津
106,《恶棍天使》,2015.12.24,2016.2.13,天津橙子映像传媒有限公司、北京光线影业有限公司,邓超、俞白眉,邓超-孙俪-梁超-代乐乐,喜剧/荒诞/爱情,票房（万）6495.0,沈阳
107,《前任2：备胎反击战》,2015.11.6,2015.12.20,华谊兄弟传媒股份有限公司、新圣堂影业,田羽生,郑恺-郭采洁-张艺兴-王传君,爱情-喜剧,票房（万）2200.2,济南
108,《简单爱》,2015.7.3,2015.7.19,中视合利（北京）文化投资有限公司一鸣影业公司（美国）,崔龄燕,许绍洋-张琳-谢雨芩-石铭熙,都市浪漫爱情喜剧,票房（万）232.7,广州
109,《将错就错》,2015.3.5,2015.3.29,中国电影股份有限公司等,王宁,小沈阳-田亮-陈小春-熊黛林,爱情、喜剧,票房（万）397.4,沈阳
110,《一念天堂》,2015.12.31,2016.2.13,天河盛宴-凯德盛世（北京）投资管理有限公司-和云筹(北京)网络科技有限公司,张承,沈腾-马丽-林雪-杜晓宇-王子子-李元鹏,喜剧,票房（万）829.5,武汉
111,《既然青春留不住》,2015.10.23,2015.11.22,杭州和润影视有限公司,田蒙,张翰-陈乔恩-王啸坤-施予斐-贾盛强-廖娟,喜剧、爱情,票房（万）500.3,广州
112,《百团大战》,2015.8.28,2015.10.11,八一电影制片厂；中国电影股份有限公司；北京紫禁城影业公司,宁海强-张玉中,陶泽如-刘之冰-印小天-吴越-唐国强-王伍福,战争/历史,票房（万）4137.3,福州
113,《一路惊喜》,2015.2.6,2015.3.8,万达影视传媒有限公司,金依萌/潘安子/章家瑞/宋迪,郭采洁-萧敬腾-赵丽颖-凤小岳-夏雨-梅婷-蓝燕-林家栋-张译-大鹏-蒋劲夫-孙艺洲-张辛苑-阚清子-刘维-乔杉,喜剧/爱情/家庭,票房（万）974.6,上海
114,《前任2：备胎反击战》,2015.11.6,2015.12.20,华谊兄弟传媒股份有限公司、新圣堂影业,田羽生,郑恺-郭采洁-张艺兴-王传君,爱情-喜剧,票房（万）2200.2,北京
115,《百团大战》,2015.8.28,2015.10.11,八一电影制片厂；中国电影股份有限公司；北京紫禁城影业公司,宁海强-张玉中,陶泽如-刘之冰-印小天-吴越-唐国强-王伍福,战争/历史,票房（万）4137.3,北京
116,《闯入者》,2015.4.30,2015.5.24,冬春文化、银润传媒、合润传媒、安乐电影、引力影视投资、重庆电影集团,王小帅,吕中-秦海璐-冯远征-秦昊-石榴,剧情、犯罪,票房（万）103.6,武汉
117,《怦然星动》,2015.12.3,2016.1.10,欢瑞世纪-嘉行传媒-青春光线,陈国辉,杨幂-李易峰-陈数-王耀庆-迪丽热巴-张云龙,都市-爱情-喜剧,票房（万）1593.9,上海
118,《怦然星动》,2015.12.3,2016.1.10,欢瑞世纪-嘉行传媒-青春光线,陈国辉,杨幂-李易峰-陈数-王耀庆-迪丽热巴-张云龙,都市-爱情-喜剧,票房（万）1593.9,成都
119,《恶棍天使》,2015.12.24,2016.2.13,天津橙子映像传媒有限公司、北京光线影业有限公司,邓超、俞白眉,邓超-孙俪-梁超-代乐乐,喜剧/荒诞/爱情,票房（万）6495.0,上海
120,《怦然星动》,2015.12.3,2016.1.10,欢瑞世纪-嘉行传媒-青春光线,陈国辉,杨幂-李易峰-陈数-王耀庆-迪丽热巴-张云龙,都市-爱情-喜剧,票房（万）1593.9,长沙
121,《坏蛋必须死》,2015.11.27,2015.12.20,北京新力量、华谊兄弟、南京大道行知,孙皓,陈柏霖-孙艺珍-乔振宇-申贤俊-张光-杨旭文-丁文博-朴哲民,喜剧-悬疑-旅行-爱情,票房（万）405.4,武汉
122,《一路惊喜》,2015.2.6,2015.3.8,万达影视传媒有限公司,金依萌/潘安子/章家瑞/宋迪,郭采洁-萧敬腾-赵丽颖-凤小岳-夏雨-梅婷-蓝燕-林家栋-张译-大鹏-蒋劲夫-孙艺洲-张辛苑-阚清子-刘维-乔杉,喜剧/爱情/家庭,票房（万）974.6,成都
123,《一路惊喜》,2015.2.6,2015.3.8,万达影视传媒有限公司,金依萌/潘安子/章家瑞/宋迪,郭采洁-萧敬腾-赵丽颖-凤小岳-夏雨-梅婷-蓝燕-林家栋-张译-大鹏-蒋劲夫-孙艺洲-张辛苑-阚清子-刘维-乔杉,喜剧/爱情/家庭,票房（万）974.6,福州
124,《将错就错》,2015.3.5,2015.3.29,中国电影股份有限公司等,王宁,小沈阳-田亮-陈小春-熊黛林,爱情、喜剧,票房（万）397.4,天津
125,《最美的时候遇见你》,2015.12.11,2015.12.27,广州遐迩文化传播有限公司,吴娜,谭松韵-罗云熙,校园-爱情-喜剧,票房（万）15.2,北京
